company,company_href,declaration_date,operation,instrument,amount_from_main,author,operation_date,quantity,price_eur,total_value_eur,comments,scraped_page,scraped_at,operation_date_parsed,declaration_date_parsed
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,15/07/2025,Acquisition,Action,10275.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",15/07/2025,500,20.55,10275.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",3,2025-07-27 20:57:02,2025-07-15,2025-07-15
Constructeurs du bois,/marches/transactions_dirigeants/FR00140007I9p,15/07/2025,Acquisition,Action,1603.0,"Auteur:CFD CAPITAL SARL personne morale liée à FRANCOIS DUCHAINE, Président",11/07/2025,477,3.36,1602.72,,3,2025-07-27 20:57:02,2025-07-11,2025-07-15
Roche Bobois,/marches/transactions_dirigeants/FR0013344173p,14/07/2025,Acquisition,Action,22900.0,"Auteur:TXR S.R.L.  personne morale liée à Giovanni Tamburi, Membre du Conseil de Surveillance",11/07/2025,600,38.17,22902.0,,3,2025-07-27 20:57:02,2025-07-11,2025-07-14
The Blockchain GP,/marches/transactions_dirigeants/FR0011053636p,14/07/2025,Acquisition,Action,37060.0,"Auteur:Ludovic Chechin-Laurans, Administrateur",11/07/2025,8888,4.17,37062.96,,3,2025-07-27 20:57:02,2025-07-11,2025-07-14
Touax,/marches/transactions_dirigeants/FR0000033003p,14/07/2025,Acquisition,Action,3274.0,"Auteur:SOCIETE HOLDING DE GESTION ET DE LOCATION SOCIETE ANONYME, GERANT",11/07/2025,704,4.65,3273.6000000000004,,3,2025-07-27 20:57:02,2025-07-11,2025-07-14
Altarea,/marches/transactions_dirigeants/FR0000033219p,11/07/2025,Acquisition,Action,31793899.0,"Auteur:PREDICA SA société anonyme, Conseil de surveillance",07/07/2025,382506,83.12,31793898.720000003,PREDICA (représentée par Najat AASQUI et Matthieu LANCE) est membre du Conseil de Surveillance de ALTAREA. Paiement du dividende en actions : - Crédit Agricole Assurances Retraite 35 621 actions - Spirica 8 750 actions - Predica 338 135 actions,3,2025-07-27 20:57:02,2025-07-07,2025-07-11
Bonduelle,/marches/transactions_dirigeants/FR0000063935p,11/07/2025,Acquisition,Action,53738.0,"Auteur:PIERRE ET BENOIT BONDUELLE SAS SAS, Gérant",24/06/2025,6480,8.29,53719.2,,3,2025-07-27 20:57:02,2025-06-24,2025-07-11
Bonduelle,/marches/transactions_dirigeants/FR0000063935p,11/07/2025,Acquisition,Action,448314.0,"Auteur:PIERRE ET BENOIT BONDUELLE SAS SAS, Gérant",25/06/2025,54060,8.29,448157.39999999997,,3,2025-07-27 20:57:02,2025-06-25,2025-07-11
Bonduelle,/marches/transactions_dirigeants/FR0000063935p,11/07/2025,Acquisition,Action,39125.0,"Auteur:PIERRE ET BENOIT BONDUELLE SAS SAS, Gérant",26/06/2025,4568,8.57,39147.76,,3,2025-07-27 20:57:02,2025-06-26,2025-07-11
Locasystem Intl,/marches/transactions_dirigeants/FR0004155208p,11/07/2025,Cession,Action,900.0,"Auteur:TRADE and COMPUTER SARL, Gérant",11/07/2025,12,75.0,900.0,,3,2025-07-27 20:57:02,2025-07-11,2025-07-11
Bic,/marches/transactions_dirigeants/FR0000120966p,11/07/2025,Rachat,Part de commandité de Société M.B.D.,1.0,"Auteur:Gonzalve BICH, Directeur Général de Société BIC",09/07/2025,1,1.0,1.0,Cession de la part de commandité du déclarant dans le cadre plus global du rachat-annulation par Société M.B.D des parts de commanditaire du déclarant en application d’un accord conclu le 21 mai 2025. L’essentiel de l’actif de Société M.B.D est composé de sa participation au capital de Société BIC. Les informations ci-dessus de prix et de volume concernent des parts de Société M.B.D.,3,2025-07-27 20:57:02,2025-07-09,2025-07-11
Bic,/marches/transactions_dirigeants/FR0000120966p,11/07/2025,Rachat,Parts de commanditaire de Société M.B.D.,17713.0,"Auteur:Gonzalve BICH personne liée à Estate of Bruno Bich, dont M. Gonzalve Bich, Directeur Général de Société Bic, est indivisaireminoritaire",09/07/2025,365,48.53,17713.45,"Rachat-annulation par Société M.B.D des parts de commanditaire du déclarant en application d’un accord conclu le 21 mai 2025. L’essentiel de l’actif de Société M.B.D est composé de sa participation au capital de Société BIC. Les informations ci-dessus de prix et de volume concernent des parts de Société M.B.D.M. Gonzalve Bich est indivisaire minoritaire, au côté de ses frères, de l’Estate of Bruno Bich.",3,2025-07-27 20:57:02,2025-07-09,2025-07-11
Bic,/marches/transactions_dirigeants/FR0000120966p,11/07/2025,Rachat,Parts de commanditaire de Société M.B.D.,1907180.0,"Auteur:Gonzalve BICH, Directeur Général de Société BIC",09/07/2025,39299,48.53,1907180.47,Rachat-annulation par Société M.B.D des parts de commanditaire du déclarant en application d’un accord conclu le 21 mai 2025. L’essentiel de l’actif de Société M.B.D est composé de sa participation au capital de Société BIC. Les informations ci-dessus de prix et de volume concernent des parts de Société M.B.D.,4,2025-07-27 20:57:03,2025-07-09,2025-07-11
Bic,/marches/transactions_dirigeants/FR0000120966p,11/07/2025,Rachat,Parts de commanditaire de Société M.B.D.,17619787.0,"Auteur:Gonzalve BICH personne liée à BVGO GST 12 Trust, dont l’un des trustees est M. Gonzalve Bich, Directeur Général de Société Bic",09/07/2025,363070,48.53,17619787.1,Rachat-annulation par Société M.B.D des parts de commanditaire du déclarant en application d’un accord conclu le 21 mai 2025. L’essentiel de l’actif de Société M.B.D est composé de sa participation au capital de Société BIC. Les informations ci-dessus de prix et de volume concernent des parts de Société M.B.D.,4,2025-07-27 20:57:03,2025-07-09,2025-07-11
Artois Nom.,/marches/transactions_dirigeants/FR0000076952p,11/07/2025,Acquisition,Action,9300.0,"Auteur:COMPAGNIE  DU  CAMBODGE Société anonyme à directoire et conseil de surveillance, Administrateur de Société Industrielle etFinancière de l’Artois",07/07/2025,1,,,,4,2025-07-27 20:57:03,2025-07-07,2025-07-11
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,11/07/2025,Acquisition,Action,10015.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",11/07/2025,500,20.03,10015.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",4,2025-07-27 20:57:03,2025-07-11,2025-07-11
Nacon,/marches/transactions_dirigeants/FR0013482791p,11/07/2025,Acquisition,Action,68635.0,"Auteur:Sébastien BOLLORE, Administrateur de la société Nacon",10/07/2025,83315,0.82,68318.3,,4,2025-07-27 20:57:03,2025-07-10,2025-07-11
Believe,/marches/transactions_dirigeants/FR0014003FE9p,11/07/2025,Acquisition,Action,138529.0,"Auteur:Upbeat BidCo SAS SAS personne morale liée à DENIS LADEGAILLERIE, Président-Directeur Général",09/07/2025,8054,17.2,138528.8,"Upbeat BidCo SAS, personne morale étroitement liée à Denis Ladegaillerie, Président-directeur général, John Doran et Andrew Fisher, administrateurs",4,2025-07-27 20:57:03,2025-07-09,2025-07-11
Charwood Energy,/marches/transactions_dirigeants/FR001400AJ60p,11/07/2025,Cession,Action,2280.0,"Auteur:1M86 SAS personne morale liée à Luc MILBERGUE, Président",10/07/2025,800,2.85,2280.0,,4,2025-07-27 20:57:03,2025-07-10,2025-07-11
OVH,/marches/transactions_dirigeants/FR0014005HJ9p,11/07/2025,Acquisition,Action,10570.0,"Auteur:PIERRE BARRIAL, Administrateur référent",11/07/2025,1000,10.57,10570.0,,4,2025-07-27 20:57:03,2025-07-11,2025-07-11
Charwood Energy,/marches/transactions_dirigeants/FR001400AJ60p,10/07/2025,Cession,Action,3.0,"Auteur:1M86 SAS personne morale liée à Luc MILBERGUE, Président",09/07/2025,1,3.0,3.0,,5,2025-07-27 20:57:04,2025-07-09,2025-07-10
Constructeurs du bois,/marches/transactions_dirigeants/FR00140007I9p,10/07/2025,Acquisition,Action,3.0,"Auteur:CFD CAPITAL SARL personne morale liée à FRANCOIS DUCHAINE, Président",09/07/2025,1,3.36,3.36,,5,2025-07-27 20:57:04,2025-07-09,2025-07-10
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,10/07/2025,Acquisition,Action,10050.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",10/07/2025,500,20.1,10050.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",5,2025-07-27 20:57:04,2025-07-10,2025-07-10
Bernard Loiseau,/marches/transactions_dirigeants/FR0000066961p,10/07/2025,Acquisition,Action,393.0,"Auteur:SAS RANAE SAS, Administrateur",10/07/2025,125,3.14,392.5,,5,2025-07-27 20:57:04,2025-07-10,2025-07-10
Touax,/marches/transactions_dirigeants/FR0000033003p,10/07/2025,Acquisition,Action,10602.0,"Auteur:SOCIETE HOLDING DE GESTION ET DE PARTICIPATION Société Anonyme personne morale liée à FABRICE COLONNAWALEWSKI, GERANT",08/07/2025,2356,4.5,10602.0,,5,2025-07-27 20:57:04,2025-07-08,2025-07-10
Touax,/marches/transactions_dirigeants/FR0000033003p,09/07/2025,Acquisition,Action,6722.0,"Auteur:SOCIETE HOLDING DE GESTION ET DE LOCATION SOCIETE ANONYME, GERANT",08/07/2025,1500,4.48,6720.000000000001,,5,2025-07-27 20:57:04,2025-07-08,2025-07-09
Altarea,/marches/transactions_dirigeants/FR0000033219p,09/07/2025,Paiement du dividende en actions,Action,406207.0,"Auteur:CHRISTIAN DE GOURNAY, Président du Conseil de Surveillane",07/07/2025,4887,83.12,406207.44,Paiement du dividende en actions réalisé conformément aux 3ème et 4ème résolutions de l'assemblée générale mixte desactionnaires du 5 juin 2025 et notamment aux dispositions des articles L.232-18 et L.232-19 du Code de commerce.,5,2025-07-27 20:57:04,2025-07-07,2025-07-09
Altarea,/marches/transactions_dirigeants/FR0000033219p,09/07/2025,Paiement du dividende en actions,Action,1569555.0,"Auteur:OPUS INVESTMENT Société à responsabilité limitée de droit néerlandais (BV) personne morale liée à CHRISTIAN DE GOURNAY,Président du Conseil de surveillance",07/07/2025,18883,83.12,1569554.9600000002,Paiement du dividende en actions réalisé conformément aux 3ème et 4ème résolutions de l'assemblée générale mixte des actionnaires du 5 juin 2025 et notamment aux dispositions des articles L.232-18 et L.232-19 du Code de commerce.,5,2025-07-27 20:57:04,2025-07-07,2025-07-09
Vetoquinol,/marches/transactions_dirigeants/FR0004186856p,09/07/2025,Acquisition,Action,369750.0,"Auteur:Bénédicte LEURS, membre du conseil de Surveillance de SOPARFIN SCA holding Vetoquinol",07/07/2025,4930,75.0,369750.0,,5,2025-07-27 20:57:04,2025-07-07,2025-07-09
Vetoquinol,/marches/transactions_dirigeants/FR0004186856p,09/07/2025,Cession,Action,369750.0,"Auteur:LUSTAH SAS SAS, Holding",07/07/2025,4930,75.0,369750.0,"Matthieu FRECHIN, Président de Vetoquinol SA et de Lustah SAS",5,2025-07-27 20:57:04,2025-07-07,2025-07-09
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,09/07/2025,Acquisition,Action,9880.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",09/07/2025,500,19.76,9880.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",5,2025-07-27 20:57:04,2025-07-09,2025-07-09
Biomerieux,/marches/transactions_dirigeants/FR0013280286p,09/07/2025,Souscription,Action,10448.0,"Auteur:jennifer zinn, Executive Vice president",27/06/2025,100,104.48,10448.0,,5,2025-07-27 20:57:04,2025-06-27,2025-07-09
Constructeurs du bois,/marches/transactions_dirigeants/FR00140007I9p,09/07/2025,Acquisition,Action,3.0,"Auteur:CFD CAPITAL SARL personne morale liée à FRANCOIS DUCHAINE, Président",08/07/2025,1,3.36,3.36,,5,2025-07-27 20:57:04,2025-07-08,2025-07-09
Ekinops,/marches/transactions_dirigeants/FR0011466069p,09/07/2025,Cession,Action,7684.0,"Auteur:FRANCOIS OLLIVIER, membre CA",30/01/2023,1130,6.8,7684.0,Correction oubli de declaration,5,2025-07-27 20:57:04,2023-01-30,2025-07-09
Ekinops,/marches/transactions_dirigeants/FR0011466069p,09/07/2025,Cession,Option d'achat,81414.0,"Auteur:FRANCOIS OLLIVIER, membre CA",13/06/2023,16058,5.07,81414.06,Correction oubli de déclaration,5,2025-07-27 20:57:04,2023-06-13,2025-07-09
Ekinops,/marches/transactions_dirigeants/FR0011466069p,09/07/2025,Cession,Action,17440.0,"Auteur:FRANCOIS OLLIVIER, membre CA",22/12/2023,2000,8.72,17440.0,Correction oubli de declaration,5,2025-07-27 20:57:04,2023-12-22,2025-07-09
Charwood Energy,/marches/transactions_dirigeants/FR001400AJ60p,09/07/2025,Cession,Action,105.0,"Auteur:1M86 SAS personne morale liée à Luc MILBERGUE, Président",08/07/2025,35,3.0,105.0,,5,2025-07-27 20:57:04,2025-07-08,2025-07-09
Charwood Energy,/marches/transactions_dirigeants/FR001400AJ60p,08/07/2025,Cession,Action,3128.0,"Auteur:1M86 SAS personne morale liée à Luc MILBERGUE, Président",07/07/2025,980,3.19,3126.2,,5,2025-07-27 20:57:04,2025-07-07,2025-07-08
Constructeurs du bois,/marches/transactions_dirigeants/FR00140007I9p,08/07/2025,Acquisition,Action,3.0,"Auteur:CFD CAPITAL SARL personne morale liée à FRANCOIS DUCHAINE, Président",07/07/2025,1,3.36,3.36,,5,2025-07-27 20:57:04,2025-07-07,2025-07-08
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,08/07/2025,Acquisition,Action,9785.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",08/07/2025,500,19.57,9785.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",5,2025-07-27 20:57:04,2025-07-08,2025-07-08
Artois Nom.,/marches/transactions_dirigeants/FR0000076952p,08/07/2025,Acquisition,Action,9300.0,"Auteur:COMPAGNIE  DU  CAMBODGE Société anonyme à directoire et conseil de surveillance, Administrateur de Société Industrielle etFinancière de l’Artois",03/07/2025,1,,,,5,2025-07-27 20:57:04,2025-07-03,2025-07-08
Altarea,/marches/transactions_dirigeants/FR0000033219p,08/07/2025,Paiement du dividende en actions,Action,18263958.0,"Auteur:ALTA PATRIMOINE Société par actions simplifiée, Membre du Conseil de surveillance",07/07/2025,219730,83.12,18263957.6,Paiement du dividende en actions réalisé conformément aux 3ème et 4ème résolutions de l'assemblée générale mixte desactionnaires du 5 juin 2025 et notamment aux dispositions des articles L.232-18 et L.232-19 du Code de commerce.,5,2025-07-27 20:57:04,2025-07-07,2025-07-08
Altarea,/marches/transactions_dirigeants/FR0000033219p,08/07/2025,Paiement du dividende en actions,Action,32281979.0,"Auteur:ALTA GROUPE Société par actions simplifiée personne morale liée à ALTAFI 2, Gérante",07/07/2025,388378,83.12,32281979.360000003,Paiement du dividende en actions réalisé conformément aux 3ème et 4ème résolutions de l'assemblée générale mixte desactionnaires du 5 juin 2025 et notamment aux dispositions des articles L.232-18 et L.232-19 du Code de commerce.,5,2025-07-27 20:57:04,2025-07-07,2025-07-08
